Unnamed: 0,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
15828,The Village Hotel,Yes,No,3.5,14,HSR,Quick Bites,Kerala,450.0
45921,SGS Non Veg - Gundu Pulav,Yes,No,3.5,162,Rajajinagar,Quick Bites,"Biryani, Fast Food",400.0
6472,K.B.R Fast Food,No,No,3.7,0,Richmond Road,Quick Bites,South Indian,300.0
49449,Taste Of India,No,No,3.7,0,Bellandur,Food Court,North Indian,300.0
44906,Just Bake,Yes,No,2.7,23,Old Airport Road,Bakery,Bakery,400.0
5526,Raaga,Yes,Yes,3.8,297,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200.0
17976,Loyal Food,Yes,No,3.2,16,Indiranagar,Quick Bites,Continental,500.0
30832,Tilt Gastro Lounge,No,Yes,4.1,1237,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese",1500.0
1082,Bhojohori Manna,Yes,No,3.7,662,JP Nagar,Casual Dining,"Bengali, Mughlai",650.0
20758,Heritage Cafe,Yes,No,3.6,11,Jayanagar,Quick Bites,"Fast Food, Tea",200.0
30183,Punjabi Chulha,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,North Indian,500.0
35989,Cafe Longing,Yes,No,3.7,0,BTM,Cafe,"Cafe, Fast Food",200.0
18687,Amexicano,No,No,3.8,31,East Bangalore,Food Truck,"American, Mexican",400.0
30201,Siddique Kabab Centre,Yes,No,3.1,68,Jayanagar,Quick Bites,"Mughlai, Kebab, Chinese",550.0
19930,Foody's Lane,Yes,No,3.7,0,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450.0
38291,Empire Restaurant,Yes,No,4.4,2131,Brigade Road,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0
10596,Desi Vdesi,Yes,No,3.8,50,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250.0
6512,Swasthaa,No,No,3.7,0,Sanjay Nagar,Casual Dining,"Continental, Desserts, Italian, Japanese, Mexican",600.0
12787,Shanthi Sagar,Yes,No,4.1,205,Ulsoor,Quick Bites,"South Indian, North Indian, Chinese, Juices",250.0
38767,Shezan,Yes,No,4.1,398,Cunningham Road,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",600.0
49074,Melting Melodies,Yes,No,3.6,11,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery",300.0
49547,Amruth Parkland,No,No,3.5,54,Sarjapur Road,"Bar, Casual Dining","North Indian, Chinese",900.0
35481,Lunch & Munch,Yes,No,3.7,0,BTM,Delivery,"North Indian, Fast Food, Beverages",500.0
22540,Dazu Momoz,Yes,No,3.7,0,BTM,Kiosk,"Tibetan, Momos",200.0
11143,Tasty Bites,Yes,No,3.8,1,JP Nagar,Quick Bites,North Indian,450.0
3959,Appetite Workstation,Yes,No,3.6,16,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500.0
18288,Aahar Cafe,No,No,3.7,0,Thippasandra,Cafe,Cafe,300.0
24644,Abhiruchi,No,No,3.8,164,Kammanahalli,Casual Dining,"Andhra, Seafood, North Indian, Chinese",650.0
44219,South Saviruchi,No,No,3.3,7,Jalahalli,Quick Bites,South Indian,250.0
434,Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200.0
37522,Tayabbs,Yes,No,3.0,9,Frazer Town,Quick Bites,"Rolls, North Indian, Fast Food",500.0
50631,The Punjabi Park,Yes,No,3.5,31,Whitefield,Casual Dining,North Indian,500.0
25370,Shanghai Times,Yes,No,3.5,9,HBR Layout,Quick Bites,Chinese,500.0
2203,Biryani Rooh-e-Khaas,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,"Biryani, Mughlai",400.0
19829,Thanco's Natural Ice Cream,Yes,No,3.6,28,BTM,Dessert Parlor,"Ice Cream, Desserts",450.0
37501,Glen's Bakehouse,Yes,No,4.4,1106,Lavelle Road,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600.0
30041,Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",200.0
6962,Nawabi Kitchen,No,No,3.7,0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
8701,SLV Ragigudda,Yes,No,3.7,0,Jayanagar,Quick Bites,"South Indian, Indian",400.0
20151,Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0
48430,Warm Oven,Yes,No,3.8,69,Marathahalli,Bakery,"Bakery, Desserts",500.0
47207,Shadow Kolkata Katti Rolls & Momos,Yes,No,3.7,0,Brigade Road,Quick Bites,"Rolls, Chinese",250.0
8753,Paani Kum Chai,Yes,No,3.7,0,HSR,Beverage Shop,"Tea, Beverages",100.0
27597,The ThickShake Factory,No,No,4.3,236,Koramangala 7th Block,Beverage Shop,"Beverages, Juices",350.0
38073,Chocolate D'Luxe,Yes,No,4.1,184,Lavelle Road,Dessert Parlor,Desserts,550.0
15174,The Rennan's Cafe,Yes,No,2.9,48,Kammanahalli,Quick Bites,"Chinese, Fast Food, Momos",250.0
11103,Ambur Star Dum Biryani,Yes,No,3.4,17,Jayanagar,Quick Bites,Biryani,100.0
25710,Keventers,Yes,No,3.7,34,Kalyan Nagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0
42288,MISU,Yes,Yes,4.5,1250,St. Marks Road,"Casual Dining, Bar","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0
45834,Ibaco,Yes,No,3.6,39,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream",300.0
21762,Namma Brahmin's Idli,Yes,No,3.7,37,Jayanagar,Quick Bites,South Indian,100.0
40179,Empire Restaurant,Yes,No,3.6,174,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0
3238,Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,"Mithai, Street Food",200.0
31559,Kaaka T Cafe,No,No,3.5,6,BTM,Quick Bites,Fast Food,400.0
7240,Apsara Ice Cream,No,No,3.2,4,Whitefield,Dessert Parlor,"Ice Cream, Desserts",200.0
17316,Guntur's Vandanam Food Zone,No,No,3.7,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600.0
30668,Kanti Sweets,Yes,No,3.9,68,Koramangala 3rd Block,Sweet Shop,"Mithai, Street Food",400.0
27272,Lord of Combos,Yes,No,3.0,28,HSR,Delivery,North Indian,500.0
43044,Coco Grove Beer Cafe,No,No,3.8,151,Church Street,Casual Dining,Continental,800.0
49886,Harry's Bar + Cafe,Yes,Yes,4.1,1218,Whitefield,Pub,"Asian, American, Mexican",1200.0
11877,New Udupi Upahar,No,No,3.7,0,Richmond Road,Quick Bites,"South Indian, North Indian, Chinese",300.0
19868,KKR Foodies,Yes,No,3.7,37,BTM,Casual Dining,"Biryani, Chinese, Fast Food, North Indian",400.0
45683,TLP Cafe,Yes,No,3.9,251,Malleshwaram,Cafe,"Cafe, Italian",400.0
13644,Nomnom,No,No,3.7,0,Electronic City,Delivery,"Kerala, North Indian, Chinese",400.0
40557,Litti House,Yes,No,3.9,198,Brookefield,Quick Bites,"North Indian, Bihari, Rajasthani",300.0
49639,Abhiruchi Restaurant,Yes,No,3.7,173,Whitefield,Quick Bites,"Biryani, Andhra, North Indian, Chinese",550.0
34136,Nadan Thattukada,Yes,No,3.7,36,BTM,Quick Bites,"Kerala, South Indian",200.0
36972,Multi Kitchen,No,No,3.7,0,BTM,Quick Bites,"North Indian, Chinese",300.0
12210,Kenz Karam,Yes,No,3.5,10,Frazer Town,"Takeaway, Delivery","Desserts, Beverages",300.0
30806,What's In A Name,Yes,Yes,4.1,1789,Koramangala 5th Block,Pub,"Finger Food, Asian, European, Italian",1200.0
34315,GR Foods,Yes,No,3.7,0,BTM,Quick Bites,"Andhra, Biryani",350.0
21649,Alchemy Coffee Roasters,No,No,4.2,713,Jayanagar,Cafe,Cafe,500.0
45328,Nevermind - Bar & Social,No,Yes,4.4,221,Indiranagar,"Bar, Casual Dining","Continental, Asian, Modern Indian",2000.0
15991,Sofiya Cakes,No,No,3.7,0,HSR,Bakery,"Bakery, Desserts",300.0
10712,The Uptown,No,No,3.7,0,BTM,"Quick Bites, Beverage Shop","Fast Food, Beverages",300.0
7066,Dil Se Dilli,Yes,No,3.8,281,Whitefield,Casual Dining,"North Indian, Mughlai",700.0
18269,Kanti's,No,No,3.1,63,Thippasandra,Sweet Shop,"Mithai, Street Food",150.0
8545,Anda Ka Funda,Yes,No,3.2,64,BTM,Quick Bites,"North Indian, Chinese, Rolls",250.0
39858,Punjabi Tasty Khana,No,No,3.7,0,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",450.0
45882,Food & Friends,Yes,No,3.0,89,Rajajinagar,Quick Bites,"Fast Food, Street Food",200.0
1935,Mumbai Kulfi,Yes,No,3.7,0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",200.0
28582,North Indian Tadka,Yes,No,3.0,6,Ejipura,Quick Bites,"Chinese, North Indian",200.0
4899,BG's Poolside Bar & Grill,No,Yes,4.1,106,Bellandur,"Casual Dining, Bar","Mediterranean, Italian, Mexican",1600.0
10662,Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,"North Indian, Biryani",300.0
3447,Fabcafe,No,Yes,3.7,0,Jayanagar,Cafe,"Cafe, Healthy Food",800.0
36053,Cookie Man,Yes,No,4.0,100,Koramangala 7th Block,Dessert Parlor,Bakery,150.0
33953,Flavour of Himalaya,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,Asian,500.0
37798,Kudla - Hotel Ramanashree,Yes,Yes,4.2,354,Richmond Road,Casual Dining,"South Indian, Andhra, Chinese",1200.0
19405,Shanthi Sagar,Yes,No,3.6,519,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400.0
43400,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,888,Lavelle Road,Fine Dining,"Asian, Japanese, Thai",3000.0
37787,Chung's Chinese Corner,Yes,No,3.3,204,Cunningham Road,Casual Dining,"Chinese, Asian, American, Seafood",600.0
22595,Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400.0
27140,Rang De Basanthi,Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",400.0
15402,MM Bar & Restaurant,No,No,3.4,6,Shivajinagar,Bar,"South Indian, North Indian",700.0
30394,BongHomie,No,No,3.4,10,BTM,"Takeaway, Delivery","Bengali, North Indian",300.0
4595,Hyderabad Biryaani Palace,No,No,3.3,12,Bellandur,Casual Dining,"Chinese, South Indian, North Indian, Biryani",700.0
19362,Sri Lakshmi Dhaba,Yes,No,2.9,258,BTM,Quick Bites,North Indian,250.0
42445,Raidan Restaurant,No,No,3.9,175,Frazer Town,Casual Dining,"Arabian, Chinese, Fast Food",600.0
12194,China South,Yes,No,3.7,0,Brigade Road,Casual Dining,"Chinese, Tibetan",600.0
26714,Bamey's Restro Cafe,Yes,No,4.2,533,Koramangala 5th Block,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600.0
25507,The Second Wife,Yes,No,3.7,68,Hennur,Casual Dining,"South Indian, Andhra, Biryani",800.0
38781,Red Lantern,Yes,No,3.7,160,Cunningham Road,Casual Dining,"Chinese, Thai",700.0
5142,Healthie,Yes,No,3.9,189,Indiranagar,Delivery,"Healthy Food, Beverages",600.0
15513,Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0
31276,The Green Room,No,No,3.7,0,Koramangala 6th Block,Quick Bites,Continental,400.0
13347,Maa Reddy's Hyderabadi Biryani House,Yes,No,3.7,945,Electronic City,Quick Bites,"Biryani, Andhra, North Indian",500.0
3811,Hyderabad Biryaani House,Yes,No,3.7,833,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",550.0
13123,Communiti,No,No,4.7,3920,Residency Road,"Microbrewery, Casual Dining","Continental, BBQ, Salad",1500.0
2291,The Kitchen,Yes,No,3.7,0,JP Nagar,Casual Dining,"North Indian, Andhra, Chinese",800.0
45369,Haute,No,Yes,4.5,117,Indiranagar,Casual Dining,"Continental, European, Asian, Seafood, Spanish",1200.0
3603,Krishna Sagar,No,No,3.5,31,Banashankari,Quick Bites,North Indian,200.0
13286,Bamboo Shades,Yes,No,2.8,48,Electronic City,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",1000.0
44648,The Spicy Kitchen,Yes,No,3.1,17,Thippasandra,Quick Bites,"Arabian, Rolls",300.0
16040,Royal Shark,No,No,3.7,0,HSR,Casual Dining,"North Indian, Chinese",550.0
1659,Polar Bear,Yes,No,3.7,0,CV Raman Nagar,Dessert Parlor,Ice Cream,150.0
3793,Odians,Yes,No,3.2,38,Marathahalli,Quick Bites,"North Indian, Chinese, Oriya",500.0
29022,Oye Amritsar,Yes,Yes,4.0,1864,Koramangala 6th Block,Casual Dining,North Indian,600.0
17226,Indori Zaika,Yes,No,2.8,105,HSR,Quick Bites,North Indian,300.0
2977,Central Jail Restaurant,Yes,No,3.8,412,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0
23792,Sri Sagar,Yes,No,3.7,27,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",300.0
12218,Royanna Military Canteen,Yes,No,3.7,0,Brigade Road,Quick Bites,"South Indian, Biryani",200.0
12274,Navab's,Yes,No,3.6,10,Frazer Town,Delivery,Mughlai,600.0
24288,Hotel Prameela Veg,No,No,3.7,0,Banaswadi,Quick Bites,South Indian,100.0
29175,Savitha Family Restaurant,Yes,No,4.0,198,Koramangala 4th Block,Quick Bites,North Indian,500.0
22751,The Denny's,No,No,3.7,93,Jayanagar,Casual Dining,"North Indian, Chinese",900.0
19447,Chicken Corner,Yes,No,3.7,25,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",400.0
151,Roll N Rock,Yes,No,3.8,124,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400.0
9191,Aniram's,Yes,No,4.1,739,JP Nagar,Delivery,"Chinese, North Indian",500.0
49271,Hotel Shreekshetra,Yes,No,3.6,10,Sarjapur Road,Quick Bites,"North Indian, Chinese",300.0
42471,Halli Oota,No,No,3.3,6,St. Marks Road,Casual Dining,"South Indian, Biryani",450.0
51109,Best Brews - Four Points by Sheraton Bengaluru...,No,No,3.6,27,Whitefield,Bar,Continental,1500.0
19017,Brown Crust Cafe,No,No,2.9,18,Old Airport Road,Cafe,"Cafe, Italian, Desserts",300.0
11755,Oh! Calcutta,Yes,Yes,4.4,1112,Church Street,"Casual Dining, Bar","Bengali, Seafood",1200.0
11412,Fenny's Lounge And Kitchen,No,Yes,4.5,6349,Koramangala 7th Block,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad",1600.0
6004,JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,Lavelle Road,Fine Dining,"North Indian, Continental, Italian",2200.0
36868,Body Temple,Yes,No,3.3,12,BTM,Quick Bites,Healthy Food,500.0
42836,Koshy's,No,No,3.8,2330,St. Marks Road,Casual Dining,"South Indian, North Indian, Chinese, Beverages",700.0
8159,The Combo House,Yes,No,3.3,7,Whitefield,Quick Bites,"Fast Food, North Indian",500.0
49764,The Grilled & Fried,Yes,No,3.3,130,Whitefield,Quick Bites,Fast Food,300.0
47598,Green Onion,No,No,4.3,1195,Residency Road,Casual Dining,Chinese,550.0
16212,Big Bowl Theory,No,No,3.1,27,Koramangala,Delivery,Continental,400.0
27476,Midnight Restro,Yes,No,3.4,55,BTM,Delivery,"North Indian, Fast Food",500.0
40737,Ginger & Garlic,Yes,No,3.6,92,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",350.0
40117,Brew and Barbeque - A Microbrewery Pub,Yes,Yes,4.6,5894,Marathahalli,"Microbrewery, Pub","Continental, North Indian, BBQ, Steak",1400.0
32782,Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",600.0
35560,La Passion Cafe,Yes,No,3.7,0,BTM,Cafe,Cafe,500.0
37400,Cafe 22,No,No,3.0,11,Church Street,Cafe,"Cafe, Fast Food",700.0
27503,Hungry Monster,Yes,No,3.7,0,HSR,"Takeaway, Delivery","Biryani, Chinese, North Indian",300.0
22025,Bottle Genie,Yes,No,3.7,0,BTM,"Takeaway, Delivery",Beverages,350.0
42572,Royal Tea House,No,No,3.7,0,Shivajinagar,Quick Bites,North Indian,100.0
5922,Fusion Lounge,No,No,2.0,395,Brigade Road,Lounge,Finger Food,1500.0
32400,Sonar Bangala,Yes,No,3.8,76,Koramangala 5th Block,Quick Bites,"Bengali, North Indian",500.0
48343,Palki's,No,No,3.0,155,Bellandur,Casual Dining,"North Indian, Biryani",800.0
20875,Meghana Foods,Yes,No,4.5,4455,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",600.0
39068,Happy Hours,No,No,3.8,24,Seshadripuram,"Cafe, Dessert Parlor","Cafe, Desserts",400.0
26265,Asia Kitchen By Mainland China,Yes,Yes,4.9,2215,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",1500.0
24451,VT Bakes,No,No,3.7,0,Banaswadi,Bakery,"Bakery, Desserts",200.0
33948,Subham Pal Kitchen,Yes,No,3.3,10,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0
6337,Shahi Family Restaurant,Yes,No,3.4,69,Ulsoor,Quick Bites,"North Indian, Chinese, South Indian",350.0
33293,Harilal ka Bihari Dhaba,Yes,No,3.7,0,Koramangala 1st Block,Dhaba,"North Indian, Bihari",250.0
43600,Samskruthi Grand,Yes,No,3.7,67,Jalahalli,Quick Bites,"South Indian, Chinese, North Indian",350.0
2606,Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800.0
11050,Green Onion,No,No,3.3,50,Bannerghatta Road,Food Court,Chinese,400.0
51052,Fujian Express,Yes,No,3.8,182,"ITPL Main Road, Whitefield",Food Court,"Thai, Chinese, Momos",600.0
22123,The Foodyz,Yes,No,3.7,43,JP Nagar,Quick Bites,"North Indian, Chinese",500.0
6414,Vishwamitra Veg Restaurant,No,No,3.7,0,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0
7038,Slurpy Shakes,Yes,No,3.5,8,Whitefield,Beverage Shop,Beverages,300.0
5,Timepass Dinner,Yes,No,3.8,286,Basavanagudi,Casual Dining,North Indian,600.0
16126,EggFactor - Street House,Yes,No,4.1,61,HSR,Kiosk,Fast Food,200.0
19547,Shree Durgamba Juice Centre,Yes,No,3.1,9,Koramangala 8th Block,Beverage Shop,Beverages,200.0
41195,SEAPOT,No,No,3.5,8,Marathahalli,Casual Dining,"North Indian, South Indian",600.0
5413,Classic Shop,Yes,No,3.3,6,Ulsoor,Beverage Shop,"Juices, Beverages",150.0
440,Healthy Bakes 'n' Brew,Yes,No,3.7,0,Jayanagar,Bakery,Bakery,150.0
38682,Cool Joint,No,No,3.6,25,Commercial Street,Quick Bites,"Beverages, Desserts",250.0
46411,Chopstick World,No,No,4.0,178,Basaveshwara Nagar,Casual Dining,"Chinese, North Indian",750.0
50068,Oven Fresh,No,No,2.9,21,Whitefield,Quick Bites,"Bakery, Fast Food",600.0
36000,Pakiza Dilli Darbar Restaurant,Yes,No,3.2,13,BTM,Quick Bites,Biryani,300.0
37580,Shreyas Upahar & Burger Point,Yes,No,3.1,8,Basavanagudi,Quick Bites,"South Indian, Burger",200.0
1938,Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Seafood, Biryani, Mangalorean",800.0
9117,Mr. Cane,Yes,No,3.7,0,Bommanahalli,Beverage Shop,Juices,100.0
18909,Sri Krishna Sagar,No,No,3.6,64,Domlur,Quick Bites,"South Indian, North Indian, Street Food, Chinese, Beverages",150.0
4870,Happy Eat,Yes,No,3.7,0,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian",300.0
22467,Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,No,No,3.5,11,JP Nagar,Bakery,"Bakery, Desserts",250.0
50008,Apna Hotel,Yes,No,3.5,26,Whitefield,Quick Bites,"North Indian, Hyderabadi",300.0
7975,Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,"Beverages, Sandwich, Desserts",200.0
17269,Salkara Arabian Delight & Bakes,Yes,No,3.7,0,Koramangala 1st Block,Quick Bites,"Arabian, Biryani, Beverages, Rolls",300.0
43081,Bhartiya Jalpan,No,No,3.7,0,Commercial Street,Casual Dining,"North Indian, Street Food",700.0
27460,Shayancafecito,No,No,3.7,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250.0
28290,Bangaliana,Yes,No,3.9,453,Koramangala 7th Block,Casual Dining,Bengali,600.0
7704,Imperio Restaurant,Yes,Yes,4.2,767,Brookefield,Casual Dining,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700.0
16891,New Gongura Grand,Yes,No,3.9,368,HSR,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550.0
49406,Shri Sai Ram Andhra Hotel,Yes,No,3.7,0,Bellandur,Quick Bites,"South Indian, North Indian",300.0
5069,Mudpipe Cafe,Yes,No,4.2,739,Cunningham Road,Cafe,"Cafe, Continental, Italian, Burger",750.0
27603,PORKEATS,No,No,3.4,6,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400.0
23606,Ambur Star Dum Biryani,Yes,No,3.4,17,Jayanagar,Quick Bites,Biryani,100.0
9408,Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Chinese, North Indian",550.0
24643,Delicious Momos,No,No,4.1,109,Kammanahalli,Casual Dining,"Chinese, Momos",450.0
40765,Dawat Midnight Express,No,No,3.1,30,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",450.0
16449,Mangala's Tea Time Cafe,Yes,No,3.7,0,Koramangala 1st Block,Quick Bites,"Tea, Fast Food",150.0
40947,Canopus Multicuisine Restaurant,Yes,No,3.7,0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0
24647,Vanas,Yes,No,4.0,72,Kammanahalli,Casual Dining,"Mangalorean, Seafood",400.0
49783,Chatpata India,Yes,No,3.9,104,Whitefield,Food Court,North Indian,400.0
29281,The Pancake Story,Yes,No,4.6,121,Koramangala 1st Block,Dessert Parlor,"Desserts, Beverages",300.0
7664,Parasme,Yes,No,3.6,42,Marathahalli,"Quick Bites, Dessert Parlor","Continental, Italian, Chinese, North Indian, Momos",400.0
13119,Chugg,No,Yes,3.9,746,Church Street,Pub,"Finger Food, Continental, Asian, North Indian",1500.0
39606,Cinnamon,No,No,3.7,28,Seshadripuram,Casual Dining,"North Indian, Asian, Continental",1000.0
47196,Kanchanjunga Kitchen - The Flavour of Hills,Yes,No,3.7,0,Koramangala 8th Block,Quick Bites,"Chinese, Nepalese, Tibetan, Momos",300.0
33064,Lakeview Milkbar,No,No,3.8,291,Koramangala 8th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500.0
42613,Just Bake,Yes,No,3.8,12,MG Road,Bakery,Bakery,400.0
6457,The London Shakes,Yes,No,3.7,0,Church Street,Quick Bites,"Pizza, Burger, Coffee, Beverages",500.0
14245,Ruchimayam Restaurant,No,No,3.7,0,Electronic City,Quick Bites,"Andhra, Chinese",350.0
15005,Monsoon Express,Yes,No,3.4,7,MG Road,"Takeaway, Delivery","Continental, Thai, North Indian",1600.0
46011,Biriyani Adda,No,No,3.1,38,Rajajinagar,Quick Bites,"Biryani, Fast Food",350.0
27219,Lassi Pot,Yes,No,3.3,4,BTM,Beverage Shop,Beverages,250.0
49712,Cupcake Bliss,Yes,No,3.5,4,East Bangalore,Bakery,Bakery,250.0
7181,Indian Tasty Kitchen,No,No,3.7,0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",400.0
24430,Shree Mahalakshmi Sweets,Yes,No,3.7,0,Kammanahalli,Sweet Shop,"Mithai, Street Food",100.0
12907,Tandoor Da Funda,No,No,3.6,15,MG Road,Quick Bites,North Indian,350.0
8302,Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550.0
21330,Cafe Alchemist,Yes,No,3.8,62,BTM,Quick Bites,"Fast Food, Juices",300.0
30593,Anand Sweets And Savouries,Yes,No,4.2,1077,Koramangala 5th Block,Sweet Shop,"Mithai, Street Food",400.0
25465,Kapoor's Cafe,No,No,4.1,470,Kalyan Nagar,Casual Dining,North Indian,800.0
49720,One For The Road,Yes,Yes,4.1,137,Whitefield,Bar,"Continental, North Indian, Finger Food",1200.0
33523,Samavar,No,No,3.4,7,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian",1000.0
3534,Fanoos Xprss,Yes,No,3.7,53,Jayanagar,Quick Bites,"Arabian, Rolls, North Indian, BBQ",400.0
13727,EatPrayLove,No,No,3.7,0,South Bangalore,Food Truck,South Indian,180.0
8384,Adithya,Yes,No,4.0,334,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0
22873,The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,"Cafe, Desserts",400.0
4454,Gooey & Fluffy,No,No,3.7,0,Bellandur,Delivery,"Desserts, Bakery",200.0
37578,Hoppipola,No,No,4.3,1720,Church Street,Lounge,"Continental, Mediterranean, European",1300.0
25721,Bombay Chowpaty Kulfi,No,No,3.7,40,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",250.0
17765,Ibaco,Yes,No,4.0,289,Indiranagar,Dessert Parlor,Desserts,300.0
38817,Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,"Cafe, Burger",500.0
37199,What's In A Name,Yes,Yes,4.1,1798,Koramangala 5th Block,Pub,"Finger Food, Asian, European, Italian",1200.0
36660,Shree Jagannath Kitchen,No,No,3.7,0,Ejipura,Quick Bites,"North Indian, Chinese",250.0
2613,Andhra Ruchulu,Yes,Yes,4.2,1428,JP Nagar,Casual Dining,"Andhra, North Indian",800.0
22560,Mandi,Yes,Yes,3.8,561,JP Nagar,Casual Dining,North Indian,800.0
42297,Cafe Imroze,Yes,No,3.7,97,Infantry Road,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650.0
9953,Kadala Mane,No,No,3.7,0,JP Nagar,"Takeaway, Delivery",Seafood,300.0
28522,Tawa,Yes,No,3.4,25,Koramangala 1st Block,Quick Bites,North Indian,200.0
17959,Hotel Ramprasad,Yes,No,4.2,93,Brigade Road,Quick Bites,"South Indian, Chinese",300.0
40404,Jagannath Hotel,No,No,3.7,0,Marathahalli,Quick Bites,"North Indian, Bengali",400.0
34351,The Fixx,No,Yes,4.3,223,Koramangala 4th Block,"Casual Dining, Bar","Continental, South Indian, Italian, North Indian, Chinese",1200.0
51063,Just Parathas,No,No,3.4,5,Brookefield,Quick Bites,North Indian,250.0
1617,D2V Cafe,No,No,3.6,13,Bannerghatta Road,Cafe,Cafe,700.0
14219,Basaveshwara Khanavali,No,No,3.7,0,Electronic City,Quick Bites,South Indian,100.0
12121,The Grill House,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200.0
9522,China Tang,Yes,No,3.7,41,BTM,"Takeaway, Delivery",Chinese,600.0
